Country Name,2019 [YR2019]_econ,2020 [YR2020]_econ,2021 [YR2021]_econ,2022 [YR2022]_econ,2023 [YR2023]_econ,2019 [YR2019]_gov,2020 [YR2020]_gov,2021 [YR2021]_gov,2022 [YR2022]_gov,2023 [YR2023]_gov
Saudi Arabia,0.0005407203537946754,0.0003426904611151502,0.0003207480657389901,0.0010696294674895235,0.009518843900563352,0.2494604380379244,0.2532777744391953,0.2685135490152141,0.2821235303514744,0.30366261802601857
Senegal,0.00067494274487889,0.00045359193068234823,0.000431300039557798,0.0011874834567113957,0.009669894073064752,0.28568910669532555,0.2723626583416967,0.27234057061174444,0.27461648141762224,0.2737040132749475
Serbia,0.0006078517680786136,0.0004069818823733107,0.000395692132415807,0.001160309392198248,0.009683215596565094,0.2690493842885036,0.25969336336097726,0.2629402377335637,0.2635478889202144,0.268193880294388
Seychelles,0.0005207492436039749,0.0003337770211398186,0.0003073537863397947,0.0010457304856243597,0.009498158509394557,0.3588546532909528,0.36603640490252404,0.3769116734085999,0.382486975724832,0.3797918123460542
Sierra Leone,0.00051996622091814,0.0003328465286486343,0.0003064799058623369,0.0010448134854768784,0.009497102734856024,0.1833616772243108,0.18374615926473578,0.1864374818819447,0.17896628801608613,0.17276589324132458
Singapore,0.0005670789768476469,0.0003701265766771468,0.0003479159282114776,0.0010943458343325807,0.00955604389919046,0.4727472329888077,0.47088598488046035,0.4734817760475996,0.4750292802875538,0.47803965082230043
Slovak Republic,0.0005264008043628551,0.0003377807183084579,0.00031150887531056996,0.0010503901500609463,0.009503977010515753,0.3870921409670843,0.3852217158564083,0.3852439506472587,0.37242741948496705,0.3693891903115323
Slovenia,0.0005236139248170861,0.0003359470959501759,0.00030980537435984685,0.00104862262722841,0.00950215238789953,0.4314960034477451,0.42324406143572035,0.4198722205900389,0.4178253457053277,0.4262884279432457
Solomon Islands,0.000520351187263712,0.0003332039341220792,0.00030674958262295703,0.0010450314501936498,0.009497344869198855,0.2488148212875528,0.26276862467661033,0.24265384412632304,0.2434732872063226,0.2447081834086335
Somalia,0.0005202862065151601,0.0003331142253910149,0.00030670895621569565,0.0010450940711944942,0.009497423526113285,0.04366205535819285,0.04237435834371006,0.043893144830707935,0.04535771832250078,0.04729482031063507
South Africa,0.000584914612285581,0.00040222181260621655,0.00038305957771534273,0.001132616483033199,0.00960763096459547,0.3003672962012701,0.2942898029318844,0.2846121592968353,0.2674121506244518,0.26659697348015604
South Sudan,0.0004948355096360726,0.0002981407831549675,0.0001853815215590839,0.0007884119326110987,0.008953760306934557,0.0436935835272939,0.04164441433369669,0.04377423776623214,0.042572541415669844,0.04314829098750699
